rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmPmsrgstPk,bldNm,splotNm,block,lot,jimokCdNm,jiyukCdNm,jiguCdNm,guyukCd,guyukCdNm,jimokCd,jiyukCd,jiguCd,archGbCd,archGbCdNm,platArea,archArea,bcRat,totArea,vlRatEstmTotArea,vlRat,mainBldCnt,atchBldDongCnt,mainPurpsCd,mainPurpsCdNm,hhldCnt,hoCnt,fmlyCnt,totPkngCnt,stcnsSchedDay,stcnsDelayDay,realStcnsDay,archPmsDay,useAprDay,crtnDay
126,경기도 성남시 분당구 백현동 472-80번지,41135,11000,0,0472,0080,1089100065416,백현동 472-80 자동차관련시설 (윤돈영), , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0100,신축,1758.0,312.56,17.7793,1976.74,925.32,52.6348,1,0,20000,자동차관련시설,0,0,0,0,20200911, ,20200911,20200831, ,20220909
127,경기도 성남시 분당구 백현동 472-80번지,41135,11000,0,0472,0080,108912559,백현동 상가 신축 공사, , , ,답,보전녹지지역, , , ,02,1310, ,0100,신축,784.0,154.0,19.64,462.0,308.0,39.29,1,0,03000,제1종근린생활시설,0,0,0,3, , ,20010727,20001118,20011229,20220909
128,경기도 성남시 분당구 백현동 472-80번지,41135,11000,0,0472,0080,1089100066014, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, , , ,639.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20201015, ,20220909
129,경기도 성남시 분당구 백현동 472-80번지,41135,11000,0,0472,0080,1089100066816,백현동 472-80 자동차관련시설 (윤돈영), , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0100,신축,1758.0,347.81,19.78,2053.99,1031.31,58.66,1,0,20000,자동차관련시설,0,0,0,0,20200911, , ,20200831,20210504,20220909
130,경기도 성남시 분당구 백현동 472-83번지,41135,11000,0,0472,0083,108912050,백현동 근생, , , ,답,보전녹지지역, ,070,개발제한구역,02,1310, ,0100,신축,312.0,62.22,19.94,124.44,124.44,39.88,1,0,03000,제1종근린생활시설,0,0,0,0,20020521,20020615,20020521,20000619,20021019,20220909
131,경기도 성남시 분당구 백현동 472-87번지,41135,11000,0,0472,0087,1000000000000000643442,백현동, , , ,답,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,02,UQA001,UNE412,0100,신축,857.0,167.21,19.51,334.42,334.42,39.02,1,0,03000,제1종근린생활시설,0,0,0,0,20250327, ,20250320,20241227,20260105,20260105
132,경기도 성남시 분당구 백현동 472-90번지,41135,11000,0,0472,0090,1089100063174,백현동 472-90번지 근린생활시설, , , ,답,보전녹지지역, ,UQQ300,지구단위계획구역,02,UQA410, ,0100,신축,886.0,174.96,19.7472,174.96,174.96,19.7472,1,0,03000,제1종근린생활시설,0,1,0,0, , , ,20200320, ,20220909
133,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,1000000000000000224297,백현동 472-91, , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0100,신축,885.0,170.08,19.22,975.3,340.16,38.44,1,0,03000,제1종근린생활시설,0,0,0,0,20230227, ,20230215,20230203,20231013,20231013
134,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,1089100066818,백현동 472-91 제1종근린생활시설 (메이슨인터내셔날(주)), , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0200,증축,885.0,140.03,15.82,288.09,288.09,32.55,2,0,04000,제2종근린생활시설,0,1,0,0,20201210, ,20201204,20201201,20210108,20220909
135,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,108912546,., , , ,답,보전녹지지역, , , ,02,1310, ,0100,신축,371.0,74.03,19.95,222.09,222.09,59.86,1,0,03000,제1종근린생활시설,0,0,0,3,20020426, ,20020426,20001114,20030227,20220909
136,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,1000000000000000228180, , , , ,대,보전녹지지역, ,UQQ300,지구단위계획구역,08,UQA410, , , ,885.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230210, ,20251028
137,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,1000000000000000224296,백현동 472-91, , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0100,신축,885.0,170.08,19.22,975.3,340.16,38.44,1,0,03000,제1종근린생활시설,0,0,0,0, , , ,20230203, ,20230223
138,경기도 성남시 분당구 백현동 472-92번지,41135,11000,0,0472,0092,1000000000000000226525,백현동 472-92  제1종 근린생활시설, , , ,답,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,02,UQA001,UNE412,0100,신축,238.0,34.77,14.61,34.77,34.77,14.61,1,0,03000,제1종근린생활시설,0,0,0,0,20250120, ,20250121,20230208,20260402,20260402
139,경기도 성남시 분당구 백현동 472-97번지,41135,11000,0,0472,0097,108912119,백현동근생,경기도성남시 분당구 백현동,472,97,답,보전녹지지역, , , ,02,1310, ,0100,신축,529.0,105.0,19.8488,420.0,315.0,59.5463,1,0,03000,제1종근린생활시설,0,0,0,3, , ,20010214,20000718,20010612,20220909
140,경기도 성남시 분당구 백현동 472-99번지,41135,11000,0,0472,0099,1089100056465, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190201, ,20220909
141,경기도 성남시 분당구 백현동 472-99번지,41135,11000,0,0472,0099,1089100059309, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0100,신축,1166.0,232.55,19.94,1459.42,674.16,57.82,1,0,04000,제2종근린생활시설,0,0,0,0,20190729, ,20190802,20190712,20200416,20220909
142,경기도 성남시 분당구 백현동 472-100번지,41135,11000,0,0472,0100,108912655, , , , , , , , , , , , ,0100,신축,428.0,83.78,19.5748,83.78,83.78,19.5748,1,0,03000,제1종근린생활시설,0,0,0,0, ,20021115, ,20001116, ,20220909
143,경기도 성남시 분당구 백현동 472-100번지,41135,11000,0,0472,0100,1089100056466, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190201, ,20220909
144,경기도 성남시 분당구 백현동 472-100번지,41135,11000,0,0472,0100,108913512, , , , ,답,보전녹지지역, , , ,02,1310, ,0100,신축,431.0,83.96,19.48,251.88,251.88,58.44,1,0,03000,제1종근린생활시설,0,0,0,3,20020403, ,20020403,20020204,20020809,20220909
145,경기도 성남시 분당구 백현동 472-107번지,41135,11000,0,0472,0107,108912438,백현동근생, , , ,답,보전녹지지역, , , ,02,1310, ,0100,신축,915.0,180.0,19.67,852.39,540.0,59.02,1,0,04000,제2종근린생활시설,0,0,0,6, , ,20010321,20000907,20010801,20220909
146,경기도 성남시 분당구 백현동 472-109번지,41135,11000,0,0472,0109,1000000000000000616975, , , , ,답,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,02,UQA001,UNE412,0100,신축,1587.0,317.14,19.9836,951.42,951.42,59.9509,1,0,13000,운동시설,0,0,0,0,20250210, ,20250226,20241112,20251031,20251031
147,경기도 성남시 분당구 백현동 472-109번지,41135,11000,0,0472,0109,1000000000000000867528,현산빌딩, , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0700,용도변경,1587.0,317.14,19.9836,951.42,951.42,59.9509,1,0,13000,운동시설,0,0,0,0, , , ,20251230, ,20251230
148,경기도 성남시 분당구 백현동 472-110번지,41135,11000,0,0472,0110,1089100076364, , , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412, , ,643.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20220530, ,20220909
149,경기도 성남시 분당구 백현동 472-110번지,41135,11000,0,0472,0110,1089100074396, , , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0100,신축,3551.0,709.02,19.97,7569.43,2112.24,59.483,1,0,20000,자동차관련시설,0,0,0,0,20220415, ,20220516,20220207,20240112,20240112
150,경기도 성남시 분당구 백현동 472-247번지,41135,11000,0,0472,0247,108912439,백현동근생주택, , , ,대,보전녹지지역, , , ,08,1310, ,0100,신축,987.0,192.64,19.52,954.77,770.56,78.07,1,0,04000,제2종근린생활시설,0,0,1,0,20011114,20020906,20011114,20000907,20020924,20220909
151,경기도 성남시 분당구 백현동 472-247번지,41135,11000,0,0472,0247,1089100046202, , , , ,대,도시지역,비행안전제2구역(전술), , ,08,UQA001,UNE412, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160830, ,20220909
152,경기도 성남시 분당구 백현동 472-323번지,41135,11000,0,0472,0323,1000000000000000237034, , , , ,대,보전녹지지역, ,UQQ300,지구단위계획구역,08,UQA410, , , ,272.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230224, ,20240124
153,경기도 성남시 분당구 백현동 472-323번지,41135,11000,0,0472,0323,1000000000000000188172, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, , , ,350.47,18.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20221206, ,20231103
154,경기도 성남시 분당구 백현동 472-323번지,41135,11000,0,0472,0323,1089100077140, , , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412, , ,272.0,36.0,0.0,72.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20220719, ,20240124
155,경기도 성남시 분당구 백현동 472-323번지,41135,11000,0,0472,0323,1000000000000000237005, , , , ,대,보전녹지지역, ,UQQ300,지구단위계획구역,08,UQA410, , , ,272.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230224, ,20240418
156,경기도 성남시 분당구 백현동 475-5번지,41135,11000,0,0475,0005,108914669,백현근생, , , ,대,보전녹지지역, , , ,08,1310, ,0200,증축,2291.0,454.23,19.83,493.87,493.87,21.56,2,0,03000,제1종근린생활시설,0,0,0,21, ,20060226, ,20040227, ,20220909
157,경기도 성남시 분당구 백현동 475-5번지,41135,11000,0,0475,0005,108911788,., , , ,답,보전녹지지역, , , ,02,1310, ,0100,신축,2291.0,381.22,16.64,381.22,381.22,16.64,1,0,03000,제1종근린생활시설,0,0,0,21,20010630,20000625,20010707,19990701,20021231,20220909
158,경기도 성남시 분당구 백현동 479-1번지,41135,11000,0,0479,0001,108915588, ,외 55필지,479,1, , , , , , , , , , ,99898.0,5231.35,0.0,80.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20060222, ,20220909
159,경기도 성남시 분당구 백현동 482-2번지,41135,11000,0,0482,0002,1089100067955, , , , ,전,보전녹지지역,비행안전제2구역(전술),UJC100,소하천구역,01,UQA410,UNE412,0100,신축,2826.0,492.23,17.42,1644.08,706.7,25.01,5,0,01000,단독주택,0,0,5,0,20211220, ,20211223,20210215, ,20250131
160,경기도 성남시 분당구 백현동 485-1번지,41135,11000,0,0485,0001,108914568,., , , ,전,보전녹지지역, , , ,01,1310, ,0100,신축,1370.0,240.0,17.52,240.0,240.0,17.52,1,0,03000,제1종근린생활시설,0,0,0,2,20040604, ,20040602,20040225,20050219,20220909
161,경기도 성남시 분당구 백현동 485-1번지,41135,11000,0,0485,0001,1089100045328, , , , ,대,도시지역, , , ,08,UQA001, , , ,1011.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160602, ,20220909
