rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmPmsrgstPk,bldNm,splotNm,block,lot,jimokCdNm,jiyukCdNm,jiguCdNm,guyukCd,guyukCdNm,jimokCd,jiyukCd,jiguCd,archGbCd,archGbCdNm,platArea,archArea,bcRat,totArea,vlRatEstmTotArea,vlRat,mainBldCnt,atchBldDongCnt,mainPurpsCd,mainPurpsCdNm,hhldCnt,hoCnt,fmlyCnt,totPkngCnt,stcnsSchedDay,stcnsDelayDay,realStcnsDay,archPmsDay,useAprDay,crtnDay
395,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100074119,카카오판교아지트, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,10766.1,8594.56,79.83,162795.81,99269.84,922.06,1,0,14000,업무시설,0,0,0,0,20220401, ,20220329,20220118,20220706,20220909
396,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100075397,카카오판교아지트, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,10766.1,8594.56,79.83,162731.13,99205.16,921.46,1,0,14000,업무시설,0,0,0,0, , , ,20220401, ,20221107
397,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100056167, , , , ,대,중심상업지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA210,UNE412, , ,10766.1,171.0,0.0,315.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190118, ,20220909
398,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1000000000000000286481,카카오 판교 아지트, , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,0600,대수선,10766.1,8594.56,79.8298,162795.81,99269.84,922.0594,1,0,14000,업무시설,0,0,0,0,20230601, ,20230531,20230503,20230707,20230707
399,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100065654, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,10766.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20200917, ,20220909
400,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1000000000000000223362,카카오판교아지트, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,10766.1,8594.56,79.8298,162795.81,99269.84,922.0594,1,0,14000,업무시설,0,0,0,0, , , ,20230202, ,20230202
401,경기도 성남시 분당구 백현동 532-1번지,41135,11000,0,0532,0001,1089100019207,판교역 환승주차장, , , ,공원,중심상업지역,기타지구, , ,22,UQA210,UHD130,0100,신축,20318.0,0.0,0.0,11258.17,0.0,0.0,1,0,20000,자동차관련시설,0,0,0,0,20110506, ,20110513,20110418,20110701,20220909
402,경기도 성남시 분당구 백현동 533번지,41135,11000,0,0533,0000,1089100071485, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,3221.0,54.0,0.0,54.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20210820, ,20220909
403,경기도 성남시 분당구 백현동 533번지,41135,11000,0,0533,0000,1089100066074, , , , ,공원,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,22,UQA001,UNE412, , ,3221.0,63.0,0.0,63.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20201020, ,20220909
404,경기도 성남시 분당구 백현동 533번지,41135,11000,0,0533,0000,1089100071483, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,3221.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20210820, ,20220909
405,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100077317, , , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0200,증축,13352.1,10678.4,79.98,197236.69,123281.42,923.31,1,0,14000,업무시설,0,0,0,0,20220808, ,20220805,20220801,20220920,20220920
406,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000236528, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0600,대수선,13352.1,10678.4,79.9754,197171.79,123216.52,922.825,1,0,14000,업무시설,0,0,0,0,20240601, ,20240521,20230223,20240814,20240814
407,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100057065, , , , ,대, , , , ,08, , , , ,13352.1,225.0,0.0,297.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190308, ,20220909
408,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100074635,백현동 534 업무시설 (국민은행), , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,0700,용도변경,13352.1,10678.4,79.9754,197171.79,123216.52,922.825,1,0,14000,업무시설,0,0,0,0, , , ,20220214, ,20220909
409,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100074035, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20220112, ,20220909
410,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100062331, , , , ,대, , , , ,08, , , , ,13352.1,486.0,0.0,783.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20200129, ,20220909
411,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100041140, , , , ,대, , , , ,08, , , , ,26644.24,261.0,0.0,261.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150403, ,20220909
412,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000835375,판교테크원, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,13352.1,10678.4,79.9754,197171.79,123216.52,922.825,1,0,14000,업무시설,0,0,0,0, , , ,20251106, ,20251106
413,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000089103,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20221028, ,20221028
414,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100075636,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0,20220419, ,20220427,20220414,20220530,20220909
415,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100058007, , , , ,대, , , , ,08, , , , ,13352.1,153.0,0.0,207.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190429, ,20220909
416,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000691306,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197236.69,123281.42,923.31,1,0,14000,업무시설,0,0,0,0, , , ,20250328, ,20250328
417,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100074036,판교 테크원, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20220112,20220119,20220909
418,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100073355,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0,20211221, ,20211222,20211207,20220119,20220909
419,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100073655,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20211221, ,20220909
420,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100074156,백현동 534 업무시설 (주식회사 국민은행), , , ,대, , , , ,08, , ,0700,용도변경,13352.1,10678.4,79.9754,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20220120, ,20220909
421,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100076998,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20220711, ,20220909
422,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000090822,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20221031, ,20221031
423,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100076356, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0600,대수선,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0,20220606, ,20220603,20220530,20220628,20220909
424,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100077117,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0700,용도변경,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0, , , ,20220715, ,20220909
425,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000229738,판교테크원, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,13352.1,10678.4,79.9754,197236.69,123281.42,923.3111,1,0,14000,업무시설,0,0,0,0, , , ,20230214, ,20230412
426,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1000000000000000064906,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,13352.1,10678.4,79.9754,197236.69,123281.42,923.3111,1,0,14000,업무시설,0,0,0,0,20221018, ,20221019,20221011,20221122,20221122
427,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100075096,판교테크원, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0,20220325, ,20220329,20220315,20220719,20220909
428,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100074575,판교테크원, , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0700,용도변경,13352.1,10678.4,79.9754,197171.79,123216.52,922.825,1,0,14000,업무시설,0,0,0,0, , , ,20220211,20220302,20220909
429,경기도 성남시 분당구 백현동 534번지,41135,11000,0,0534,0000,1089100055629,판교 테크원, , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412,0100,신축,13352.1,10678.4,79.98,197171.79,123216.52,922.83,1,0,14000,업무시설,0,0,0,0,20190301, ,20190228,20181219,20211027,20220909
430,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100041838, , , , ,대, , , , ,08, , , , ,7337.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150617, ,20220909
431,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1000000000000000340957, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,7337.5,5374.08,73.2413,99656.23,59493.52,810.81458,1,0,14000,업무시설,0,0,0,0, , , ,20230721, ,20230721
432,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100071976,크래프톤타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.99,1,0,14000,업무시설,0,0,0,0, , , ,20210917, ,20220909
433,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100061611, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0600,대수선,7337.5,5322.69,72.5409,99596.04,59433.33,809.9943,1,0,14000,업무시설,0,0,0,0,20191214, ,20191213,20191204,20200116,20220909
434,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100043458, , , , ,대, , , , ,08, , , , ,7337.0,453.36,0.0,453.36,0.0,0.0,0,0, , ,0,0,0,0, , , ,20151119, ,20220909
435,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100033132, , , , ,대, , , , ,08, , , , ,7335.0,5.76,0.0,5.76,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130805, ,20220909
436,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100053231,alphadom tower4 주건축물제1동, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.9942,1,0,14000,업무시설,0,0,0,0, , , ,20180628,20180724,20220909
437,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100052841,주식회사알파돔시티, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.9943,1,0,07000,판매시설,0,0,0,0, , , ,20180528,20180621,20220909
438,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1000000000000000032492,크래프톤타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,7337.5,5374.08,73.24,99656.23,59493.52,810.81,1,0,14000,업무시설,0,0,0,0,20221020, ,20221114,20220915,20221228,20221228
439,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100053822,알파돔타워IV, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.9942,1,0,07000,판매시설,0,0,0,0, , , ,20180807,20180917,20220909
440,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100059527,크패프톤타워, , , ,대,중심상업지역, ,UQQ300,지구단위계획구역,08,UQA210, ,0600,대수선,7337.5,5322.69,72.54,99596.04,59433.33,809.9943,1,0,14000,업무시설,0,0,0,0,20190810, ,20190820,20190725,20191115,20220909
441,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100055648,alphadom tower4 주건축물제1동, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,7337.5,5322.69,72.54,99596.04,59433.33,809.9943,1,0,14000,업무시설,0,0,0,0,20190109, ,20190124,20181221,20190513,20220909
442,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100057868,크래프톤타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.9943,1,0,07000,판매시설,0,0,0,0, , , ,20190419,20190426,20220909
443,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100054859,alphadom tower4, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,7337.5,5322.69,72.54,99596.04,59433.33,809.99,1,0,14000,업무시설,0,0,0,0,20181126, ,20181128,20181031,20190124,20220909
444,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100042829, , , , ,대, , , , ,08, , , , ,760.0,342.0,0.0,342.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150918, ,20220909
445,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100065616,크래프톤타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0200,증축,7337.5,5378.48,73.3,99656.23,59493.52,810.81,1,0,14000,업무시설,0,0,0,0,20201005, ,20201007,20200915,20211220,20220909
446,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100053480,alphadom tower4, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,7337.5,5322.69,72.54,99596.04,59433.33,809.9943,1,0,14000,업무시설,0,0,0,0,20180713, ,20180719,20180713,20180802,20220909
447,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100077776,크래프톤타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0600,대수선,7337.5,5374.08,73.2413,99656.23,59493.52,810.81458,1,0,14000,업무시설,0,0,0,0,20220915, ,20220919,20220901,20221213,20221213
448,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100040944,alphadom towerⅣ, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0100,신축,7337.5,5322.69,72.54,99596.04,59433.33,809.99,1,0,14000,업무시설,0,0,0,0,20150528, ,20150528,20150317,20180323,20220909
449,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100041793, , , , ,대,건축용도지역기타, , , ,08,UDX999, , , ,7337.0,174.36,0.0,174.36,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150611, ,20220909
450,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100056910,alphadom tower4 주건축물제1동, , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,0700,용도변경,7337.5,5322.69,72.54,99596.04,59433.33,809.9942,1,0,14000,업무시설,0,0,0,0, , , ,20190227,20190603,20220909
451,경기도 성남시 분당구 백현동 535번지,41135,11000,0,0535,0000,1089100062312,크래프톤타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,7337.5,5322.69,72.5409,99596.04,59433.33,809.9943,1,0,14000,업무시설,0,0,0,0, , , ,20200123, ,20220909
452,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1000000000000000490978,알파돔타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,5929.7,4508.42,76.03,87901.58,53377.07,900.16,1,0,14000,업무시설,0,0,0,0, , , ,20240404, ,20240404
453,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100054446,백현동 537 업무시설 ((주)하나은행 수탁영업부), , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210,UDP100,0600,대수선,5929.7,4483.69,75.6141,87865.19,53340.68,899.5511,1,0,14000,업무시설,0,0,0,0,20190130, ,20190409,20180919,20190614,20220909
454,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100063311,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20200331,20200610,20220909
455,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100077155,백현동 537 (카카오페이손해보험), , , ,대,중심상업지역, , , ,08,UQA210, ,0600,대수선,5929.7,4508.42,76.0312,87901.58,53377.07,900.1648,1,0,14000,업무시설,0,0,0,0,20220729, ,20220727,20220719,20221021,20221021
456,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100045292, , , , ,대, , , , ,08, , , , ,5929.7,108.0,0.0,108.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160530, ,20220909
457,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100044061, , , , ,대, , , , ,08, , , , ,0.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160119, ,20220909
458,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100040945,alphadom Tower 3, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0100,신축,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0,20150528, ,20150528,20150317,20180323,20220909
459,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100067239,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4483.69,75.61,53340.68,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20201224, ,20220909
460,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100058408, , , , ,대,중심상업지역, , , ,08,UQA210, ,0600,대수선,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0,20190527, ,20190527,20190523,20190613,20220909
461,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1000000000000000449993, , , , ,대,도시지역, ,UNB001,비행안전구역,08,UQA001, ,0600,대수선,5929.7,4508.42,76.0312,87901.58,53377.07,900.1648,1,0,14000,업무시설,0,0,0,0,20240408, ,20240422,20240124,20240705,20240705
462,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100061476,알파돔타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,07000,판매시설,0,0,0,0, , , ,20191126, ,20220909
463,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100056909,알파돔 타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20190227,20190327,20220909
464,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100047959, , , , ,대, , , , ,08, , , , ,5929.7,9.0,0.0,9.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170224, ,20220909
465,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100042014, , , , ,대, , , , ,08, , , , ,5929.7,239.76,0.0,239.76,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150706, ,20220909
466,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100053015,alphadom Tower3 주건축물제1동, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,07000,판매시설,0,0,0,0,20180612, ,20180626,20180608,20180706,20220909
467,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100065615,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0200,증축,5929.7,4508.42,76.03,87901.58,53377.07,900.16,1,0,14000,업무시설,0,0,0,0,20201005, ,20201007,20200915,20211220,20220909
468,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100076835,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4508.42,76.03,87901.58,53377.07,900.16,1,0,14000,업무시설,0,0,0,0, , , ,20220630,20220818,20220909
469,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100073377,알파돔타워, , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,07000,판매시설,0,0,0,0, , , ,20211207, ,20220909
470,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1000000000000000729058,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4508.42,76.0312,87901.58,53377.07,900.1648,1,0,14000,업무시설,0,0,0,0, , , ,20250520, ,20250520
471,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100052896,백현동 537 업무시설 (주식회사알파돔시티), , , ,대,중심상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA210, ,0600,대수선,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0,20180606, ,20180625,20180531,20180719,20220909
472,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100057906,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20190422, ,20220909
473,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1000000000000000477379,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4508.42,76.03,87901.58,53377.07,900.16,1,0,14000,업무시설,0,0,0,0, , , ,20240315, ,20240315
474,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100065079,알파돔타워, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20200805, ,20220909
475,경기도 성남시 분당구 백현동 537번지,41135,11000,0,0537,0000,1089100069095, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,5929.7,4483.69,75.61,87865.19,53340.68,899.55,1,0,14000,업무시설,0,0,0,0, , , ,20210416, ,20220909
476,경기도 성남시 분당구 백현동 537-1번지,41135,11000,0,0537,0001,1089100066877, , , , ,도로,도시지역, ,UQQ300,지구단위계획구역,14,UQA001, ,0100,신축,5947.64,0.0,0.0,555.41,0.0,0.0,3,0,03000,제1종근린생활시설,0,0,0,0,20201210, ,20201222,20201203,20210701,20220909
477,경기도 성남시 분당구 백현동 537-1번지,41135,11000,0,0537,0001,1089100065994, , , , ,도로,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,14,UQA001,UNE412, , ,270.0,144.0,0.0,144.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20201014, ,20220909
478,경기도 성남시 분당구 백현동 538번지,41135,11000,0,0538,0000,1089100045493, , , , ,대, , , , ,08, , , , ,24107.0,36.0,0.0,72.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160622, ,20220909
479,경기도 성남시 분당구 백현동 538번지,41135,11000,0,0538,0000,1089100048035, , , , ,주차장, , , , ,11, , , , ,24107.0,289.0,0.0,379.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170306, ,20220909
480,경기도 성남시 분당구 백현동 538번지,41135,11000,0,0538,0000,1089100041305, , , , ,주차장, , , , ,11, , , , ,24107.0,144.0,0.0,171.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150424, ,20220909
481,경기도 성남시 분당구 백현동 538번지,41135,11000,0,0538,0000,1089100044451, , , , ,주차장, , , , ,11, , , , ,24107.0,392.0,0.0,446.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160304, ,20220909
482,경기도 성남시 분당구 백현동 538번지,41135,11000,0,0538,0000,1089100055866, , , , ,대,중심상업지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA210,UNE412, , ,2410.4,18.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190103, ,20220909
