rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmBldrgstPk,mgmUpBldrgstPk,bldgId,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,newPlatPlc,bldNm,splotNm,block,lot,bylotCnt,naRoadCd,naBjdongCd,naUgrndCd,naMainBun,naSubBun,jiyukCd,jiguCd,guyukCd,jiyukCdNm,jiguCdNm,guyukCdNm,crtnDay
108,경기도 성남시 분당구 백현동 406-10번지,41135,11000,0,0406,0010,10891124810,0,2120041910007188,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 2 (백현동), , , , ,0,411354340050,11001,0,2,0,1330, , ,자연녹지지역, , ,20220909
109,경기도 성남시 분당구 백현동 406-14번지,41135,11000,0,0406,0014,10891100224283,0,2120111910000427,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 389 (백현동), , , , ,0,411353180005,11003,0,389,0,UQA430,UQM110, ,자연녹지지역,자연취락지구, ,20220909
110,경기도 성남시 분당구 백현동 406-15번지,41135,11000,0,0406,0015,10891122990,0,2120041910007190,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 387 (백현동), , , , ,0,411353180005,11003,0,387,0,1330, , ,자연녹지지역, , ,20220909
111,경기도 성남시 분당구 백현동 407-3번지,41135,11000,0,0407,0003,10891100223266,10891100223265,2120111910000321,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 393 (백현동), , , , ,0,411353180005,11003,0,393,0, , , , , , ,20220909
112,경기도 성남시 분당구 백현동 407-3번지,41135,11000,0,0407,0003,10891100223265,0,2020111910000010,1,일반,1,총괄표제부,경기도 성남시 분당구 대왕판교로 393 (백현동), , , , ,0,411353180005,11003,0,393,0,UQA430,UQM110, ,자연녹지지역,자연취락지구, ,20220909
113,경기도 성남시 분당구 백현동 407-3번지,41135,11000,0,0407,0003,10891126994,10891100223265,2120041910007192,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 393 (백현동), , , , ,0,411353180005,11003,0,393,0,1330,011, ,자연녹지지역,자연취락지구, ,20220909
114,경기도 성남시 분당구 백현동 407-22번지,41135,11000,0,0407,0022,10891126502,0,2120071910000072,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로395번길 3 (백현동), , , , ,0,411354340051,11001,0,3,0,1330,011, ,자연녹지지역,자연취락지구, ,20241021
115,경기도 성남시 분당구 백현동 408번지,41135,11000,0,0408,0000,10891124008,0,2120041910007193,1,일반,2,일반건축물, , , , , ,0, , ,0,0,0, , , , , , ,20220909
116,경기도 성남시 분당구 백현동 409번지,41135,11000,0,0409,0000,10891124117,0,2120051910000022,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 397 (백현동),., , , ,0,411353180005,11003,0,397,0,1330,011, ,자연녹지지역,자연취락지구, ,20220909
117,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300108,10891100300105,2220171910000489,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
118,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300102,10891100300099,2220171910000484,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
119,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300089,10891100300088,2220171910000472,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
120,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300098,10891100300088,2220171910000481,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
121,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300107,10891100300105,2220171910000488,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
122,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300091,10891100300088,2220171910000474,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
123,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300092,10891100300088,2220171910000475,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
124,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300109,10891100300105,2220171910000490,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
125,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300094,10891100300088,2220171910000477,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
126,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300111,10891100300105,2220171910000492,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
127,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300097,10891100300088,2220171910000480,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
128,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300104,10891100300099,2220171910000486,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
129,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300110,10891100300105,2220171910000491,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
130,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300099,10891100300087,2120171910000156,2,집합,3,표제부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
131,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300103,10891100300099,2220171910000485,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
132,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300096,10891100300088,2220171910000479,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
133,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300101,10891100300099,2220171910000483,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
134,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300100,10891100300099,2220171910000482,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
135,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300106,10891100300105,2220171910000487,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
136,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300088,10891100300087,2120171910000155,2,집합,3,표제부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
137,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300105,10891100300087,2120171910000157,2,집합,3,표제부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
138,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300093,10891100300088,2220171910000476,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
139,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300087,0,2020171910000007,2,집합,1,총괄표제부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0,UQA430,UQM110, ,자연녹지지역,자연취락지구, ,20220909
140,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300090,10891100300088,2220171910000473,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
141,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,10891100300095,10891100300088,2220171910000478,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로395번길 4 (백현동),라비앙스빌(Revien-s Ville), , , ,0,411354340051,11001,0,4,0, , , , , , ,20220909
142,경기도 성남시 분당구 백현동 464-1번지,41135,11000,0,0464,0001,10891124407,0,2120041910007205,1,일반,2,일반건축물, , , , , ,1, , ,0,0,0,1310, , ,보전녹지지역, , ,20220909
143,경기도 성남시 분당구 백현동 466-5번지,41135,11000,0,0466,0005,10891122185,0,2120041910007206,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로 1207 (백현동), , , , ,0,411353012010,11001,0,1207,0,1310, , ,보전녹지지역, , ,20250228
144,경기도 성남시 분당구 백현동 466-14번지,41135,11000,0,0466,0014,10891100348834,0,2120211910000387,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로 1209 (백현동), , , , ,0,411353012010,11001,0,1209,0,UQA410, ,UNE412,보전녹지지역, , ,20220909
145,경기도 성남시 분당구 백현동 472-70번지,41135,11000,0,0472,0070,1000000000000000159280,0,2120221911920010,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 388 (백현동), , , , ,0,411353180005,11003,0,388,0,UQA410, ,UQQ300,보전녹지지역, ,지구단위계획구역,20221116
146,경기도 성남시 분당구 백현동 472-73번지,41135,11000,0,0472,0073,10891100326032,10891100326031,2120201910000039,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 386 (백현동), , , , ,0,411353180005,11003,0,386,0,1310, ,300,보전녹지지역, ,지구단위계획구역,20220909
147,경기도 성남시 분당구 백현동 472-73번지,41135,11000,0,0472,0073,10891100326033,10891100326031,2120201910000040,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 386 (백현동), , , , ,0,411353180005,11003,0,386,0,UQA001, ,300,도시지역, ,지구단위계획구역,20220909
148,경기도 성남시 분당구 백현동 472-73번지,41135,11000,0,0472,0073,10891100326031,0,2020201910000002,1,일반,1,총괄표제부,경기도 성남시 분당구 대왕판교로 386 (백현동), , , , ,0,411353180005,11003,0,386,0,UQA001, ,UQQ300,도시지역, ,지구단위계획구역,20220909
149,경기도 성남시 분당구 백현동 472-74번지,41135,11000,0,0472,0074,10891100233639,0,2120121910000358,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 384 (백현동), , , , ,0,411353180005,11003,0,384,0,UQA410,UNE412,UML100,보전녹지지역,비행안전제2구역(전술),배수구역,20220909
150,경기도 성남시 분당구 백현동 472-80번지,41135,11000,0,0472,0080,10891100337731,0,2120211910000047,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 378 (백현동),진원빌딩, , , ,3,411353180005,11003,0,378,0,UQA410,UNE412,ZQ0001,보전녹지지역,비행안전제2구역(전술),중점경관관리구역,20221116
151,경기도 성남시 분당구 백현동 472-87번지,41135,11000,0,0472,0087,1000000000000006957141,0,2120241915539018,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 376 (백현동),백현동, , , ,1,411353180005,11003,0,376,0,UQA001,UNE412,ZQ0001,도시지역,비행안전제2구역(전술),중점경관관리구역,20260116
152,경기도 성남시 분당구 백현동 472-91번지,41135,11000,0,0472,0091,1000000000000002510120,0,2120231912666342,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 374 (백현동),백현동 472-91, , , ,0,411353180005,11003,0,374,0,UQA410,UNE412,ZQ0001,보전녹지지역,비행안전제2구역(전술),중점경관관리구역,20231023
153,경기도 성남시 분당구 백현동 472-92번지,41135,11000,0,0472,0092,1000000000000007224941,0,2120231912680758,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 374-1 (백현동),백현동 472-92  제1종 근린생활시설, , , ,0,411353180005,11003,0,374,1,UQA001,UNE412,ZQ0001,도시지역,비행안전제2구역(전술),중점경관관리구역,20260407
154,경기도 성남시 분당구 백현동 472-99번지,41135,11000,0,0472,0099,10891100325451,0,2120201910000030,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 372 (백현동), , , , ,2,411353180005,11003,0,372,0,UQA001, ,UQQ300,도시지역, ,지구단위계획구역,20220909
155,경기도 성남시 분당구 백현동 472-109번지,41135,11000,0,0472,0109,1000000000000006663809,0,2120241915392482,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 366 (백현동),현산빌딩, , , ,1,411353180005,11003,0,366,0,UQA001,UNE412,ZQ0001,도시지역,비행안전제2구역(전술),중점경관관리구역,20260113
156,경기도 성남시 분당구 백현동 472-110번지,41135,11000,0,0472,0110,1000000000000003027205,0,2120241914669622,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로 364 (백현동), , , , ,6,411353180005,11003,0,364,0,UQA410,UNE412,ZQ0001,보전녹지지역,비행안전제2구역(전술),중점경관관리구역,20240323
157,경기도 성남시 분당구 백현동 475-5번지,41135,11000,0,0475,0005,10891125475,0,2120041910007214,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로 1194 (백현동), , , , ,0,411353012010,11001,0,1194,0,1310, , ,보전녹지지역, , ,20220909
158,경기도 성남시 분당구 백현동 476번지,41135,11000,0,0476,0000,10891119237,10891117815,2120041910007216,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로 1192 (백현동),나동, , , ,0,411353012010,11001,0,1192,0,1310, , ,보전녹지지역, , ,20220909
159,경기도 성남시 분당구 백현동 476번지,41135,11000,0,0476,0000,10891117815,0,2020041910000412,1,일반,1,총괄표제부,경기도 성남시 분당구 안양판교로 1192 (백현동), , , , ,0,411353012010,11001,0,1192,0,1310, , ,보전녹지지역, , ,20220909
160,경기도 성남시 분당구 백현동 476번지,41135,11000,0,0476,0000,10891119236,10891117815,2120041910007215,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로 1192 (백현동),가동, , , ,0,411353012010,11001,0,1192,0,1310, , ,보전녹지지역, , ,20230923
161,경기도 성남시 분당구 백현동 485-1번지,41135,11000,0,0485,0001,10891126497,0,2120041910007217,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 25 (백현동), , , , ,0,411353352601,11002,0,25,0,1310, , ,보전녹지지역, , ,20231212
162,경기도 성남시 분당구 백현동 486번지,41135,11000,0,0486,0000,10891125226,0,2120071910000044,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 31 (백현동), , , , ,0,411353352601,11002,0,31,0,1310, ,GY,보전녹지지역, , ,20220909
163,경기도 성남시 분당구 백현동 486-1번지,41135,11000,0,0486,0001,10891100206067,0,2120101910000085,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 29 (백현동), , , , ,1,411353352601,11002,0,29,0,1310, , ,보전녹지지역, , ,20250430
164,경기도 성남시 분당구 백현동 489-1번지,41135,11000,0,0489,0001,10891127046,0,2120051910000038,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 41 (백현동), , , , ,1,411353352601,11002,0,41,0,1310, , ,보전녹지지역, , ,20220909
165,경기도 성남시 분당구 백현동 489-2번지,41135,11000,0,0489,0002,10891122099,0,2120041910007218,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 35 (백현동),골프존파크 판교 남서울cc, , , ,0,411353352601,11002,0,35,0,1310, , ,보전녹지지역, , ,20241024
166,경기도 성남시 분당구 백현동 489-4번지,41135,11000,0,0489,0004,10891100189296,0,2120091910000287,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 37 (백현동), , , , ,0,411353352601,11002,0,37,0,1310, , ,보전녹지지역, , ,20220909
167,경기도 성남시 분당구 백현동 489-9번지,41135,11000,0,0489,0009,10891100189295,0,2120091910000286,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 39 (백현동), , , , ,1,411353352601,11002,0,39,0,1310, , ,보전녹지지역, , ,20220909
168,경기도 성남시 분당구 백현동 489-11번지,41135,11000,0,0489,0011,10891126954,0,2120051910000037,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 43 (백현동), , , , ,0,411353352601,11002,0,43,0,1310, , ,보전녹지지역, , ,20220909
169,경기도 성남시 분당구 백현동 490-4번지,41135,11000,0,0490,0004,10891121670,0,2120041910007221,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 47 (백현동), , , , ,0,411353352601,11002,0,47,0,1310, , ,보전녹지지역, , ,20220909
170,경기도 성남시 분당구 백현동 490-9번지,41135,11000,0,0490,0009,10891127041,0,2120041910007222,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 45 (백현동), , , , ,1,411353352601,11002,0,45,0,1310, , ,보전녹지지역, , ,20220909
171,경기도 성남시 분당구 백현동 491번지,41135,11000,0,0491,0000,10891124570,0,2120041910007223,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 49 (백현동),란정, , , ,1,411353352601,11002,0,49,0,1310, , ,보전녹지지역, , ,20241119
172,경기도 성남시 분당구 백현동 496번지,41135,11000,0,0496,0000,10891122453,0,2120051910000002,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 55-7 (백현동), , , , ,1,411353352601,11002,0,55,7,1310, , ,보전녹지지역, , ,20220909
173,경기도 성남시 분당구 백현동 500-7번지,41135,11000,0,0500,0007,10891100344072,0,2120211910000235,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 61 (백현동),럭스카페빌딩, , , ,2,411353352601,11002,0,61,0,UQA001, ,UNE412,도시지역, , ,20220909
174,경기도 성남시 분당구 백현동 500-8번지,41135,11000,0,0500,0008,10891126170,0,2120061910000053,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 63 (백현동), , , , ,0,411353352601,11002,0,63,0,1310, , ,보전녹지지역, , ,20220909
175,경기도 성남시 분당구 백현동 500-9번지,41135,11000,0,0500,0009,10891125021,0,2120071910000005,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 65 (백현동), , , , ,0,411353352601,11002,0,65,0,1310, , ,보전녹지지역, , ,20221213
176,경기도 성남시 분당구 백현동 500-13번지,41135,11000,0,0500,0013,10891124319,0,2120041910007226,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 53 (백현동), , , , ,0,411353352601,11002,0,53,0,1310,990,990,보전녹지지역,기타지구,기타구역,20220909
177,경기도 성남시 분당구 백현동 500-14번지,41135,11000,0,0500,0014,10891100243921,0,2120131910000268,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 51 (백현동), , , , ,0,411353352601,11002,0,51,0,1310, , ,보전녹지지역, , ,20241017
178,경기도 성남시 분당구 백현동 500-15번지,41135,11000,0,0500,0015,10891100313802,0,2120191910000026,1,일반,2,일반건축물,경기도 성남시 분당구 안양판교로1201번길 57 (백현동), , , , ,1,411354340290,11002,0,57,0,1310, , ,보전녹지지역, , ,20220909
179,경기도 성남시 분당구 백현동 500-15번지,41135,11000,0,0500,0015,10891126079,0,2120041910007227,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 57 (백현동), , , , ,0,411353352601,11002,0,57,0,1310, , ,보전녹지지역, , ,20220909
180,경기도 성남시 분당구 백현동 501번지,41135,11000,0,0501,0000,10891125492,0,2120041910007228,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-9 (백현동), , , , ,0,411353352601,11002,0,67,9,1310, , ,보전녹지지역, , ,20220909
181,경기도 성남시 분당구 백현동 501-1번지,41135,11000,0,0501,0001,10891122871,0,2120041910007229,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-7 (백현동), , , , ,0,411353352601,11002,0,67,7,1310, , ,보전녹지지역, , ,20220909
182,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,10891100302797,0,2120181910000013,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-12 (백현동),백현동단독주택, , , ,0,411353352601,11002,0,67,12,UQA410, ,UML100,보전녹지지역, ,배수구역,20250530
183,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,10891100302798,0,2120181910000014,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-12 (백현동),백현동단독주택, , , ,0,411353352601,11002,0,67,12, , , , , , ,20250530
184,경기도 성남시 분당구 백현동 502번지,41135,11000,0,0502,0000,10891100212630,0,2120101910000625,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-12 (백현동),백현동단독주택, , , ,0,411353352601,11002,0,67,12,1310, ,990,보전녹지지역, ,기타구역,20220909
185,경기도 성남시 분당구 백현동 502-2번지,41135,11000,0,0502,0002,10891100197204,0,2120091910000638,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-11 (백현동), , , , ,0,411353352601,11002,0,67,11,1310, , ,보전녹지지역, , ,20220909
186,경기도 성남시 분당구 백현동 502-6번지,41135,11000,0,0502,0006,10891124662,0,2120041910007231,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-19 (백현동), , , , ,0,411353352601,11002,0,67,19,1310, , ,보전녹지지역, , ,20220909
187,경기도 성남시 분당구 백현동 502-7번지,41135,11000,0,0502,0007,10891100203595,0,2120091910001013,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-17 (백현동), , , , ,0,411353352601,11002,0,67,17,1310, , ,보전녹지지역, , ,20220909
188,경기도 성남시 분당구 백현동 502-8번지,41135,11000,0,0502,0008,10891100216400,0,2120101910001008,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-15 (백현동), , , , ,0,411353352601,11002,0,67,15,1310, , ,보전녹지지역, , ,20220909
189,경기도 성남시 분당구 백현동 502-9번지,41135,11000,0,0502,0009,10891100280908,0,2120161910000161,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-13 (백현동), , , , ,0,411353352601,11002,0,67,13,UQA410,UNE412,UML200,보전녹지지역,비행안전제2구역(전술),하수처리구역,20220909
190,경기도 성남시 분당구 백현동 504번지,41135,11000,0,0504,0000,10891123533,0,2120041910007232,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-25 (백현동), , , , ,0,411353352601,11002,0,67,25,1310, , ,보전녹지지역, , ,20220909
191,경기도 성남시 분당구 백현동 504-4번지,41135,11000,0,0504,0004,10891122331,0,2120041910007233,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 87-6 (백현동),화이트빌B동, , , ,1,411353352601,11002,0,87,6,1310, , ,보전녹지지역, , ,20220909
192,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,10891100247184,10891100247183,2120141910000094,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 95 (백현동),1동(본건물), , , ,1,411353352601,11002,0,95,0, , , , , , ,20220909
193,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,10891100247185,10891100247183,2120141910000095,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 95 (백현동),2동(한식정자), , , ,1,411353352601,11002,0,95,0, , , , , , ,20220909
194,경기도 성남시 분당구 백현동 504-7번지,41135,11000,0,0504,0007,10891100247183,0,2020141910000002,1,일반,1,총괄표제부,경기도 성남시 분당구 판교백현로 95 (백현동),"1동(본건물),2동(한식정자)", , , ,2,411353352601,11002,0,95,0,UQA410, ,UML200,보전녹지지역, ,하수처리구역,20220909
195,경기도 성남시 분당구 백현동 504-10번지,41135,11000,0,0504,0010,10891100281527,0,2120161910000175,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 107 (백현동), , , , ,1,411353352601,11002,0,107,0,UQA001, ,UOC999,도시지역, ,보호구역기타,20220909
196,경기도 성남시 분당구 백현동 504-17번지,41135,11000,0,0504,0017,10891100307447,0,2120181910000083,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-23 (백현동), , , , ,0,411353352601,11002,0,67,23,UQA410, , ,보전녹지지역, , ,20220909
197,경기도 성남시 분당구 백현동 504-18번지,41135,11000,0,0504,0018,10891125298,0,2120061910000113,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 67-21 (백현동),그린하우스, , , ,0,411353352601,11002,0,67,21,1310, , ,보전녹지지역, , ,20241008
198,경기도 성남시 분당구 백현동 504-23번지,41135,11000,0,0504,0023,10891125002,0,2120041910007235,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 87-6 (백현동),화이트빌 A동, , , ,2,411353352601,11002,0,87,6,1310, , ,보전녹지지역, , ,20220909
199,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182629,10891117699,2120081910000603,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,60,411353352601,11002,0,161,0, , , , , , ,20220909
200,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100246745,10891117699,2120141910000076,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0,UQA410, , ,보전녹지지역, , ,20220909
201,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182637,10891117699,2120081910000611,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
202,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182641,10891117699,2120081910000615,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
203,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100182630,10891117699,2120081910000604,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
204,경기도 성남시 분당구 백현동 511-25번지,41135,11000,0,0511,0025,10891100270087,10891117699,2120161910000063,1,일반,2,일반건축물,경기도 성남시 분당구 판교백현로 161 (백현동),남서울골프장, , , ,59,411353352601,11002,0,161,0, , , , , , ,20220909
